"Titulo";"DataReferencia";"CodigoSELIC";"DataBaseEmissao";"DataVencimento";"TxCompra";"TxVenda";"TxIndicativas";"PU";"Desviopadrao";"IntervIndInfD0";"IntervIndSupD0";"IntervIndInfD1";"IntervIndSupD1";"Criterio"
"NTN-B";20170718;760199;20000715;20180815;"4,4004";"4,3769";"4,39";"3117,44653";"0";"3,8628";"4,807";"3,8603";"4,8052";"Calculado"
"NTN-B";20170718;760199;20000715;20190515;"4,3458";"4,326";"4,34";"3110,40681";"1,820224107611E-15";"3,9356";"4,7426";"3,916";"4,7236";"Calculado"
"NTN-B";20170718;760199;20000715;20200815;"4,8503";"4,8248";"4,8321";"3165,476455";"3,56963624976895E-03";"4,5434";"5,2119";"4,5135";"5,1822";"Calculado"
"NTN-B";20170718;760199;20000715;20210515;"5,0806";"5,06";"5,07";"3119,739228";"2,04124145231818E-04";"4,8092";"5,4676";"4,7661";"5,4247";"Calculado"
"NTN-B";20170718;760199;20000715;20220815;"5,2388";"5,22";"5,23";"3169,753563";"1,81298660734736E-15";"4,9684";"5,6143";"4,9386";"5,5844";"Calculado"
"NTN-B";20170718;760100;20000715;20230315;"--";"--";"5,2592";"3161,136491";"2,86674339415952E-03";"5,0108";"5,6512";"4,971";"5,6114";"Calculado"
"NTN-B";20170718;760199;20000715;20230515;"5,2719";"5,2555";"5,26";"3135,126642";"9,12516581255718E-16";"5,0132";"5,6515";"4,9732";"5,6116";"Calculado"
"NTN-B";20170718;760199;20000715;20240815;"5,2614";"5,2103";"5,2319";"3202,848028";"8,24764372868718E-03";"4,988";"5,6097";"4,9557";"5,5775";"Calculado"
"NTN-B";20170718;760199;20000715;20260815;"5,2987";"5,27";"5,28";"3221,345251";"0";"5,051";"5,6592";"5,008";"5,6162";"Calculado"
"NTN-B";20170718;760199;20000715;20300815;"5,3902";"5,3417";"5,362";"3247,549651";"9,63360097815362E-03";"5,1359";"5,7495";"5,0809";"5,6945";"Calculado"
"NTN-B";20170718;760199;20000715;20350515;"5,3935";"5,3641";"5,3742";"3239,336644";"6,57355613132157E-03";"5,1564";"5,7743";"5,0866";"5,7045";"Calculado"
"NTN-B";20170718;760199;20000715;20400815;"5,3955";"5,3613";"5,3785";"3314,25339";"0,012899694430571";"5,1186";"5,739";"5,0869";"5,7071";"Calculado"
"NTN-B";20170718;760199;20000715;20450515;"5,4942";"5,47";"5,48";"3248,84266";"2,72723878530719E-15";"5,2161";"5,8375";"5,1862";"5,8074";"Calculado"
"NTN-B";20170718;760199;20000715;20500815;"5,4614";"5,4236";"5,4416";"3326,956014";"5,19462481649319E-03";"5,1817";"5,8039";"5,1462";"5,768";"Calculado"
"NTN-B";20170718;760199;20000715;20550515;"5,4198";"5,3674";"5,393";"3319,952211";"5,89968370391734E-03";"5,1311";"5,7536";"5,0965";"5,7186";"Calculado"
"NTN-F";20170718;950199;20120106;20180101;"8,6475";"8,6351";"8,6403";"1010,21711";"1,18306275838685E-03";"8,3456";"8,9264";"8,3253";"8,9048";"Calculado"
"NTN-F";20170718;950199;20130104;20190101;"8,4906";"8,462";"8,47";"1024,843491";"0";"8,1376";"8,9022";"8,0977";"8,8615";"Calculado"
"NTN-F";20170718;950199;20100205;20210101;"9,4369";"9,4256";"9,4306";"1021,075346";"1,48029856174669E-03";"9,0301";"10,0597";"8,9847";"10,0139";"Calculado"
"NTN-F";20170718;950199;20120309;20230101;"9,8527";"9,8426";"9,8479";"1011,926651";"2,66751455744832E-03";"9,4479";"10,5125";"9,3965";"10,4612";"Calculado"
"NTN-F";20170718;950199;20140110;20250101;"10,0387";"10,0242";"10,0309";"1004,65268";"2,36908505929675E-03";"9,6111";"10,7125";"9,5409";"10,6425";"Calculado"
"NTN-F";20170718;950199;20160115;20270101;"10,1532";"10,1404";"10,1458";"997,995837";"1,69845484440805E-03";"9,6571";"10,8113";"9,5968";"10,7515";"Calculado"
