"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"Q17";"2.490,1360";"2.496,4140";"6,2780";"376,68";"14/07/2017"
"AUD - Dólar comercial australiano";"U17";"2.505,5310";"2.511,1900";"5,6590";"339,54";"14/07/2017"
"BGI - Boi gordo";"N17";"123,69";"123,62";"-0,07";"23,10";"14/07/2017"
"BGI - Boi gordo";"Q17";"125,78";"126,39";"0,61";"201,30";"14/07/2017"
"BGI - Boi gordo";"U17";"126,75";"128,05";"1,30";"429,00";"14/07/2017"
"BGI - Boi gordo";"V17";"127,89";"129,20";"1,31";"432,30";"14/07/2017"
"BGI - Boi gordo";"X17";"127,97";"129,28";"1,31";"432,30";"14/07/2017"
"BGI - Boi gordo";"Z17";"128,39";"129,70";"1,31";"432,30";"14/07/2017"
"BGI - Boi gordo";"K18";"128,30";"129,08";"0,78";"257,40";"14/07/2017"
"BGI - Boi gordo";"V18";"133,37";"134,55";"1,18";"389,40";"14/07/2017"
"BRI - IBrX-50";"Q17";"10.960";"11.005";"45";"450,00";"14/07/2017"
"BRI - IBrX-50";"V17";"11.112";"11.158";"46";"460,00";"14/07/2017"
"CAD - Dólar comercial canadense";"Q17";"2.531,5760";"2.523,9030";"-7,6730";"460,38";"14/07/2017"
"CAD - Dólar comercial canadense";"U17";"2.549,2640";"2.541,4450";"-7,8190";"469,14";"14/07/2017"
"CCM - Milho";"N17";"26,30";"26,70";"0,40";"180,00";"14/07/2017"
"CCM - Milho";"U17";"25,99";"26,39";"0,40";"180,00";"14/07/2017"
"CCM - Milho";"X17";"27,45";"27,87";"0,42";"189,00";"14/07/2017"
"CCM - Milho";"F18";"27,80";"28,23";"0,43";"193,50";"14/07/2017"
"CCM - Milho";"H18";"29,80";"29,00";"-0,80";"360,00";"14/07/2017"
"CCM - Milho";"K18";"29,04";"28,20";"-0,84";"378,00";"14/07/2017"
"CCM - Milho";"U18";"29,54";"28,98";"-0,56";"252,00";"14/07/2017"
"CHF - FRANCO SUÍÇO";"Q17";"3.335,2800";"3.315,0050";"-20,2750";"1.013,75";"14/07/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.365,4080";"3.343,2340";"-22,1740";"1.108,70";"14/07/2017"
"CLP - PESO CHILENO";"U17";"4.899,1000";"4.876,0000";"-23,1000";"577,50";"14/07/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.950,69";"99.952,04";"1,35";"1,63";"14/07/2017"
"DAP - Cupom de DI x IPCA";"Q17";"99.313,81";"99.314,33";"0,52";"0,62";"14/07/2017"
"DAP - Cupom de DI x IPCA";"F18";"97.833,98";"97.858,87";"24,89";"30,07";"14/07/2017"
"DAP - Cupom de DI x IPCA";"Q18";"95.469,59";"95.468,53";"-1,06";"1,28";"14/07/2017"
"DAP - Cupom de DI x IPCA";"F19";"93.769,91";"93.779,95";"10,04";"12,13";"14/07/2017"
"DAP - Cupom de DI x IPCA";"K19";"92.421,53";"92.472,24";"50,71";"61,26";"14/07/2017"
"DAP - Cupom de DI x IPCA";"Q20";"85.890,65";"86.016,17";"125,52";"151,65";"14/07/2017"
"DAP - Cupom de DI x IPCA";"K21";"82.326,49";"82.601,51";"275,02";"332,27";"14/07/2017"
"DAP - Cupom de DI x IPCA";"Q22";"76.532,14";"76.915,96";"383,82";"463,73";"14/07/2017"
"DAP - Cupom de DI x IPCA";"K23";"73.481,29";"73.825,34";"344,05";"415,68";"14/07/2017"
"DAP - Cupom de DI x IPCA";"Q24";"68.650,55";"69.045,84";"395,29";"477,58";"14/07/2017"
"DAP - Cupom de DI x IPCA";"Q26";"61.425,18";"61.937,72";"512,54";"619,25";"14/07/2017"
"DAP - Cupom de DI x IPCA";"Q30";"48.871,77";"49.221,38";"349,61";"422,39";"14/07/2017"
"DDI - Cupom cambial";"Q17";"99.873,93";"98.968,75";"-905,18";"1.453,17";"14/07/2017"
"DDI - Cupom cambial";"U17";"99.719,70";"98.807,10";"-912,60";"1.465,08";"14/07/2017"
"DDI - Cupom cambial";"V17";"99.530,07";"98.617,17";"-912,90";"1.465,56";"14/07/2017"
"DDI - Cupom cambial";"X17";"99.351,13";"98.444,84";"-906,29";"1.454,95";"14/07/2017"
"DDI - Cupom cambial";"Z17";"99.176,49";"98.272,59";"-903,90";"1.451,12";"14/07/2017"
"DDI - Cupom cambial";"F18";"98.978,53";"98.069,56";"-908,97";"1.459,26";"14/07/2017"
"DDI - Cupom cambial";"G18";"98.802,82";"97.896,16";"-906,66";"1.455,55";"14/07/2017"
"DDI - Cupom cambial";"H18";"98.613,41";"97.715,10";"-898,31";"1.442,14";"14/07/2017"
"DDI - Cupom cambial";"J18";"98.396,61";"97.502,21";"-894,40";"1.435,86";"14/07/2017"
"DDI - Cupom cambial";"K18";"98.214,25";"97.316,23";"-898,02";"1.441,68";"14/07/2017"
"DDI - Cupom cambial";"M18";"97.983,69";"97.099,21";"-884,48";"1.419,94";"14/07/2017"
"DDI - Cupom cambial";"N18";"97.783,98";"96.902,41";"-881,57";"1.415,27";"14/07/2017"
"DDI - Cupom cambial";"V18";"97.138,30";"96.248,86";"-889,44";"1.427,90";"14/07/2017"
"DDI - Cupom cambial";"F19";"96.390,15";"95.525,73";"-864,42";"1.387,73";"14/07/2017"
"DDI - Cupom cambial";"J19";"95.691,18";"94.822,58";"-868,60";"1.394,45";"14/07/2017"
"DDI - Cupom cambial";"N19";"94.920,69";"94.061,36";"-859,33";"1.379,56";"14/07/2017"
"DDI - Cupom cambial";"V19";"94.128,36";"93.271,76";"-856,60";"1.375,18";"14/07/2017"
"DDI - Cupom cambial";"F20";"93.228,33";"92.384,49";"-843,84";"1.354,70";"14/07/2017"
"DDI - Cupom cambial";"J20";"92.417,94";"91.595,22";"-822,72";"1.320,79";"14/07/2017"
"DDI - Cupom cambial";"N20";"91.513,65";"90.671,28";"-842,37";"1.352,34";"14/07/2017"
"DDI - Cupom cambial";"V20";"90.582,09";"89.773,88";"-808,21";"1.297,50";"14/07/2017"
"DDI - Cupom cambial";"F21";"89.553,19";"88.786,73";"-766,46";"1.230,47";"14/07/2017"
"DDI - Cupom cambial";"J21";"88.711,59";"87.934,68";"-776,91";"1.247,25";"14/07/2017"
"DDI - Cupom cambial";"N21";"87.709,38";"86.954,34";"-755,04";"1.212,14";"14/07/2017"
"DDI - Cupom cambial";"V21";"86.812,18";"86.049,06";"-763,12";"1.225,11";"14/07/2017"
"DDI - Cupom cambial";"F22";"85.563,29";"84.797,06";"-766,23";"1.230,10";"14/07/2017"
"DDI - Cupom cambial";"J22";"84.678,00";"83.939,56";"-738,44";"1.185,49";"14/07/2017"
"DDI - Cupom cambial";"N22";"83.696,96";"82.954,97";"-741,99";"1.191,19";"14/07/2017"
"DDI - Cupom cambial";"F23";"81.513,96";"80.805,47";"-708,49";"1.137,40";"14/07/2017"
"DDI - Cupom cambial";"F24";"77.320,70";"76.653,94";"-666,76";"1.070,41";"14/07/2017"
"DDI - Cupom cambial";"F25";"72.968,01";"72.316,09";"-651,92";"1.046,59";"14/07/2017"
"DDI - Cupom cambial";"F26";"69.098,75";"68.542,76";"-555,99";"892,58";"14/07/2017"
"DDI - Cupom cambial";"F27";"65.256,23";"64.680,17";"-576,06";"924,80";"14/07/2017"
"DDI - Cupom cambial";"F28";"61.743,31";"61.227,61";"-515,70";"827,90";"14/07/2017"
"DDI - Cupom cambial";"F30";"55.154,05";"54.719,81";"-434,24";"697,12";"14/07/2017"
"DI1 - DI de 1 dia";"Q17";"99.550,94";"99.551,05";"0,11";"0,11";"14/07/2017"
"DI1 - DI de 1 dia";"U17";"98.752,29";"98.753,95";"1,66";"1,66";"14/07/2017"
"DI1 - DI de 1 dia";"V17";"98.102,59";"98.105,30";"2,71";"2,71";"14/07/2017"
"DI1 - DI de 1 dia";"X17";"97.436,30";"97.441,21";"4,91";"4,91";"14/07/2017"
"DI1 - DI de 1 dia";"Z17";"96.828,04";"96.832,99";"4,95";"4,95";"14/07/2017"
"DI1 - DI de 1 dia";"F18";"96.231,61";"96.244,98";"13,37";"13,37";"14/07/2017"
"DI1 - DI de 1 dia";"G18";"95.586,49";"95.602,86";"16,37";"16,37";"14/07/2017"
"DI1 - DI de 1 dia";"H18";"95.048,13";"95.067,08";"18,95";"18,95";"14/07/2017"
"DI1 - DI de 1 dia";"J18";"94.424,38";"94.446,34";"21,96";"21,96";"14/07/2017"
"DI1 - DI de 1 dia";"K18";"93.797,52";"93.823,87";"26,35";"26,35";"14/07/2017"
"DI1 - DI de 1 dia";"M18";"93.159,83";"93.190,13";"30,30";"30,30";"14/07/2017"
"DI1 - DI de 1 dia";"N18";"92.550,54";"92.585,59";"35,05";"35,05";"14/07/2017"
"DI1 - DI de 1 dia";"V18";"90.592,33";"90.647,52";"55,19";"55,19";"14/07/2017"
"DI1 - DI de 1 dia";"F19";"88.653,23";"88.707,73";"54,50";"54,50";"14/07/2017"
