"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"ACF - Futuro de Açúcar Cristal";"U16";84,86;86,96;2,1;1066,8;"22/08/2016"
"ACF - Futuro de Açúcar Cristal";"Z16";86,63;88,62;1,99;1010,92;"22/08/2016"
"AUD - Dólar comercial australiano";"U16";2459,301;2455,03;-4,271;256,26;"22/08/2016"
"AUD - Dólar comercial australiano";"V16";2479,989;2476,17;-3,819;229,14;"22/08/2016"
"AUD - Dólar comercial australiano";"X16";2499,868;2496,376;-3,492;209,52;"22/08/2016"
"BGI - Boi gordo";"Q16";149,7;149,99;0,29;95,7;"22/08/2016"
"BGI - Boi gordo";"U16";150,4;150;-0,4;132;"22/08/2016"
"BGI - Boi gordo";"V16";153,37;153,25;-0,12;39,6;"22/08/2016"
"BGI - Boi gordo";"X16";153,45;154,02;0,57;188,1;"22/08/2016"
"BGI - Boi gordo";"Z16";153,71;154,5;0,79;260,7;"22/08/2016"
"BGI - Boi gordo";"F17";155,51;156,12;0,61;201,3;"22/08/2016"
"BGI - Boi gordo";"K17";148,33;148,94;0,61;201,3;"22/08/2016"
"BGI - Boi gordo";"V17";158,15;158,77;0,62;204,6;"22/08/2016"
"BRI - IBrX-50";"V16";10057;9827;-230;2300;"22/08/2016"
"CAD - Dólar comercial canadense";"U16";2510,143;2485,788;-24,355;1461,3;"22/08/2016"
"CAD - Dólar comercial canadense";"V16";2533,739;2510,976;-22,763;1365,78;"22/08/2016"
"CCM - Milho";"U16";43,83;43,81;-0,02;9;"22/08/2016"
"CCM - Milho";"X16";43,88;43,84;-0,04;18;"22/08/2016"
"CCM - Milho";"F17";43,9;43,86;-0,04;18;"22/08/2016"
"CCM - Milho";"H17";41,29;41,2;-0,09;40,5;"22/08/2016"
"CCM - Milho";"K17";39,39;39,35;-0,04;18;"22/08/2016"
"CCM - Milho";"U17";37,69;37,65;-0,04;18;"22/08/2016"
"CHF - FRANCO SUÍÇO";"U16";3365,57;3349,256;-16,314;815,7;"22/08/2016"
"CLP - PESO CHILENO";"U16";4877;4807,7;-69,3;1732,5;"22/08/2016"
"CLP - PESO CHILENO";"V16";4900,2;4841,6;-58,6;1465;"22/08/2016"
"DAP - Cupom de DI x IPCA";"U16";99450,38;99451,17;0,79;0,93;"22/08/2016"
"DAP - Cupom de DI x IPCA";"V16";98720,77;98749,93;29,16;34,4;"22/08/2016"
"DAP - Cupom de DI x IPCA";"F17";96955,83;96998,54;42,71;50,39;"22/08/2016"
"DAP - Cupom de DI x IPCA";"K17";95658,38;95642,09;-16,29;19,22;"22/08/2016"
"DAP - Cupom de DI x IPCA";"Q18";88761,55;88801,31;39,76;46,91;"22/08/2016"
"DAP - Cupom de DI x IPCA";"K19";85222,96;85169,88;-53,08;62,63;"22/08/2016"
"DAP - Cupom de DI x IPCA";"Q20";79235,28;79166,92;-68,36;80,66;"22/08/2016"
"DAP - Cupom de DI x IPCA";"K21";76008,18;75898,24;-109,94;129,73;"22/08/2016"
"DAP - Cupom de DI x IPCA";"Q22";70660,52;70612,59;-47,93;56,55;"22/08/2016"
"DAP - Cupom de DI x IPCA";"K23";68153,29;67930,16;-223,13;263,3;"22/08/2016"
"DAP - Cupom de DI x IPCA";"Q24";63856,19;63704,6;-151,59;178,88;"22/08/2016"
"DDI - Cupom cambial";"U16";99629,31;99332,54;-296,77;478,79;"22/08/2016"
"DDI - Cupom cambial";"V16";99466;99179,62;-286,38;462,03;"22/08/2016"
"DDI - Cupom cambial";"X16";99307,41;99027,39;-280,02;451,77;"22/08/2016"
"DDI - Cupom cambial";"Z16";99152,2;98876,52;-275,68;444,76;"22/08/2016"
"DDI - Cupom cambial";"F17";98975,15;98698,25;-276,9;446,73;"22/08/2016"
"DDI - Cupom cambial";"G17";98802,37;98527,83;-274,54;442,92;"22/08/2016"
"DDI - Cupom cambial";"H17";98647,27;98371,62;-275,65;444,71;"22/08/2016"
"DDI - Cupom cambial";"J17";98450,99;98185,53;-265,46;428,27;"22/08/2016"
"DDI - Cupom cambial";"K17";98276,86;98009,4;-267,46;431,5;"22/08/2016"
"DDI - Cupom cambial";"M17";98091,08;97816,2;-274,88;443,47;"22/08/2016"
"DDI - Cupom cambial";"N17";97893,7;97633,61;-260,09;419,61;"22/08/2016"
"DDI - Cupom cambial";"Q17";97669,46;97403,23;-266,23;429,52;"22/08/2016"
"DDI - Cupom cambial";"V17";97218,31;96981,3;-237,01;382,38;"22/08/2016"
"DDI - Cupom cambial";"F18";96610,64;96335,25;-275,39;444,3;"22/08/2016"
"DDI - Cupom cambial";"J18";95953,14;95716,37;-236,77;381,99;"22/08/2016"
"DDI - Cupom cambial";"N18";95253,59;95000,82;-252,77;407,8;"22/08/2016"
"DDI - Cupom cambial";"V18";94474,9;94235,41;-239,49;386,38;"22/08/2016"
"DDI - Cupom cambial";"F19";93629,78;93374,36;-255,42;412,08;"22/08/2016"
"DDI - Cupom cambial";"J19";92801,21;92581,73;-219,48;354,09;"22/08/2016"
"DDI - Cupom cambial";"N19";91931,3;91734,4;-196,9;317,66;"22/08/2016"
"DDI - Cupom cambial";"V19";91080,95;90887,75;-193,2;311,69;"22/08/2016"
"DDI - Cupom cambial";"F20";89983,49;89827,17;-156,32;252,19;"22/08/2016"
"DDI - Cupom cambial";"J20";88985,24;88843,39;-141,85;228,85;"22/08/2016"
"DDI - Cupom cambial";"N20";88076,63;87891,31;-185,32;298,98;"22/08/2016"
"DDI - Cupom cambial";"V20";86989,68;86823,06;-166,62;268,81;"22/08/2016"
"DDI - Cupom cambial";"F21";86054,64;85875,49;-179,15;289,03;"22/08/2016"
"DDI - Cupom cambial";"J21";85104,22;85016,12;-88,1;142,13;"22/08/2016"
"DDI - Cupom cambial";"N21";84078,86;84018,63;-60,23;97,17;"22/08/2016"
"DDI - Cupom cambial";"F22";82188,97;82080,09;-108,88;175,66;"22/08/2016"
"DDI - Cupom cambial";"F23";78086,38;77957,31;-129,07;208,23;"22/08/2016"
"DDI - Cupom cambial";"F24";73669,24;73527,94;-141,3;227,96;"22/08/2016"
"DDI - Cupom cambial";"F25";69450,25;69342,05;-108,2;174,56;"22/08/2016"
"DDI - Cupom cambial";"F26";64941,53;64792,02;-149,51;241,21;"22/08/2016"
"DDI - Cupom cambial";"F27";60788,92;60640,99;-147,93;238,66;"22/08/2016"
"DDI - Cupom cambial";"F30";51163,82;51057,55;-106,27;171,45;"22/08/2016"
"DI1 - DI de 1 dia";"U16";99581,45;99581,35;-0,1;0,1;"22/08/2016"
"DI1 - DI de 1 dia";"V16";98491,45;98491,42;-0,03;0,03;"22/08/2016"
"DI1 - DI de 1 dia";"X16";97468,57;97467,79;-0,78;0,78;"22/08/2016"
"DI1 - DI de 1 dia";"Z16";96457,56;96457,39;-0,17;0,17;"22/08/2016"
"DI1 - DI de 1 dia";"F17";95385,16;95383,15;-2,01;2,01;"22/08/2016"
"DI1 - DI de 1 dia";"G17";94335,41;94334,63;-0,78;0,78;"22/08/2016"
"DI1 - DI de 1 dia";"H17";93510,4;93513,1;2,7;2,7;"22/08/2016"
"DI1 - DI de 1 dia";"J17";92480,07;92473,55;-6,52;6,52;"22/08/2016"
"DI1 - DI de 1 dia";"K17";91711,29;91702,71;-8,58;8,58;"22/08/2016"
"DI1 - DI de 1 dia";"M17";90780,25;90769,29;-10,96;10,96;"22/08/2016"
"DI1 - DI de 1 dia";"N17";89900,36;89887,59;-12,77;12,77;"22/08/2016"
"DI1 - DI de 1 dia";"Q17";89066,17;89050,65;-15,52;15,52;"22/08/2016"
"DI1 - DI de 1 dia";"V17";87382,12;87361,42;-20,7;20,7;"22/08/2016"
"DI1 - DI de 1 dia";"F18";85117,29;85092,63;-24,66;24,66;"22/08/2016"
"DI1 - DI de 1 dia";"J18";82878,64;82850,56;-28,08;28,08;"22/08/2016"
"DI1 - DI de 1 dia";"N18";80666,73;80622,15;-44,58;44,58;"22/08/2016"
"DI1 - DI de 1 dia";"V18";78501,19;78452,08;-49,11;49,11;"22/08/2016"
"DI1 - DI de 1 dia";"F19";76508,4;76439,14;-69,26;69,26;"22/08/2016"
"DI1 - DI de 1 dia";"J19";74556,35;74482,18;-74,17;74,17;"22/08/2016"
"DI1 - DI de 1 dia";"N19";72573,27;72476,27;-97;97;"22/08/2016"
"DI1 - DI de 1 dia";"V19";70470,33;70387,29;-83,04;83,04;"22/08/2016"
"DI1 - DI de 1 dia";"F20";68513,49;68446,93;-66,56;66,56;"22/08/2016"
"DI1 - DI de 1 dia";"J20";66655,35;66564,83;-90,52;90,52;"22/08/2016"
"DI1 - DI de 1 dia";"N20";64879,51;64807,94;-71,57;71,57;"22/08/2016"
"DI1 - DI de 1 dia";"V20";63133,07;62932,32;-200,75;200,75;"22/08/2016"
"DI1 - DI de 1 dia";"F21";61454,74;61354,57;-100,17;100,17;"22/08/2016"
"DI1 - DI de 1 dia";"J21";59808,6;59705,94;-102,66;102,66;"22/08/2016"
"DI1 - DI de 1 dia";"N21";58180,65;58075,67;-104,98;104,98;"22/08/2016"
"DI1 - DI de 1 dia";"V21";56521,48;56442,52;-78,96;78,96;"22/08/2016"
"DI1 - DI de 1 dia";"F22";54958,53;54901,76;-56,77;56,77;"22/08/2016"
"DI1 - DI de 1 dia";"N22";51934,21;51846,35;-87,86;87,86;"22/08/2016"
"DI1 - DI de 1 dia";"F23";49010,03;48895,44;-114,59;114,59;"22/08/2016"
"DI1 - DI de 1 dia";"N23";46322,85;46237,46;-85,39;85,39;"22/08/2016"
"DI1 - DI de 1 dia";"F24";43762,98;43702,43;-60,55;60,55;"22/08/2016"
"DI1 - DI de 1 dia";"N24";41369,53;41276,99;-92,54;92,54;"22/08/2016"
"DI1 - DI de 1 dia";"F25";38998,43;38879,63;-118,8;118,8;"22/08/2016"
"DI1 - DI de 1 dia";"F26";34697,82;34637,47;-60,35;60,35;"22/08/2016"
"DI1 - DI de 1 dia";"F27";30891,19;30803,67;-87,52;87,52;"22/08/2016"
"DI1 - DI de 1 dia";"F29";24548,76;24466,28;-82,48;82,48;"22/08/2016"
"DI1 - DI de 1 dia";"F30";21921,37;21841,91;-79,46;79,46;"22/08/2016"
"DOL - Dólar comercial";"U16";3228,253;3218,634;-9,619;480,95;"22/08/2016"
"DOL - Dólar comercial";"V16";3258,628;3249,246;-9,382;469,1;"22/08/2016"
"DOL - Dólar comercial";"X16";3287,575;3278,331;-9,244;462,2;"22/08/2016"
"DOL - Dólar comercial";"Z16";3316,842;3307,625;-9,217;460,85;"22/08/2016"
"DOL - Dólar comercial";"F17";3348,143;3338,846;-9,297;464,85;"22/08/2016"
"DOL - Dólar comercial";"G17";3379,49;3370,128;-9,362;468,1;"22/08/2016"
"DOL - Dólar comercial";"H17";3403,955;3394,345;-9,61;480,5;"22/08/2016"
"DOL - Dólar comercial";"J17";3435,03;3426,009;-9,021;451,05;"22/08/2016"
"DOL - Dólar comercial";"K17";3457,698;3448,61;-9,088;454,4;"22/08/2016"
"DOL - Dólar comercial";"N17";3513,597;3504,759;-8,838;441,9;"22/08/2016"
"DOL - Dólar comercial";"Q17";3538,381;3529,351;-9,03;451,5;"22/08/2016"
"DOL - Dólar comercial";"V17";3589,914;3582,011;-7,903;395,15;"22/08/2016"
"DOL - Dólar comercial";"F18";3662,4;3653,018;-9,382;469,1;"22/08/2016"
"DOL - Dólar comercial";"N18";3810,18;3802,17;-8,01;400,5;"22/08/2016"
"DOL - Dólar comercial";"N19";4087,382;4084,087;-3,295;164,75;"22/08/2016"
"DOL - Dólar comercial";"F21";4518,325;4516,28;-2,045;102,25;"22/08/2016"
"ETH - Etanol Hidratado";"Q16";1500;1495;-5;150;"22/08/2016"
"ETH - Etanol Hidratado";"U16";1500;1495;-5;150;"22/08/2016"
